run,step,query_idx,query_text,kb_size_bytes,file_count,model,vector_store_id,elapsed_ms,input_tokens,output_tokens,provider_server_latency_ms,throughput_output_tokens_per_sec,has_citation
1,3,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",31242,3,gpt-4o-mini,vs_69d60736043881919b8dd677ca10cc91,48748.52,1244,676,48662,13.892,False
1,3,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",31242,3,gpt-4o-mini,vs_69d60736043881919b8dd677ca10cc91,26090.849,17319,523,26007,20.11,True
1,3,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",31242,3,gpt-4o-mini,vs_69d60736043881919b8dd677ca10cc91,19019.589,17340,447,18965,23.57,False
1,3,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,31242,3,gpt-4o-mini,vs_69d60736043881919b8dd677ca10cc91,27101.283,17324,647,27051,23.918,False
1,3,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",31242,3,gpt-4o-mini,vs_69d60736043881919b8dd677ca10cc91,28064.683,17327,427,27969,15.267,False
1,3,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,31242,3,gpt-4o-mini,vs_69d60736043881919b8dd677ca10cc91,40917.66,17383,422,40823,10.337,False
1,4,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",41717,4,gpt-4o-mini,vs_69d607fdfe808191b20ee5a536cf52db,50062.706,17469,577,50016,11.536,True
1,4,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",41717,4,gpt-4o-mini,vs_69d607fdfe808191b20ee5a536cf52db,60332.759,17295,654,60244,10.856,True
1,4,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",41717,4,gpt-4o-mini,vs_69d607fdfe808191b20ee5a536cf52db,15968.986,17271,497,15919,31.221,False
1,4,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,41717,4,gpt-4o-mini,vs_69d607fdfe808191b20ee5a536cf52db,39856.999,17423,751,39779,18.879,False
1,4,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",41717,4,gpt-4o-mini,vs_69d607fdfe808191b20ee5a536cf52db,22944.663,17251,381,22896,16.64,True
1,4,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,41717,4,gpt-4o-mini,vs_69d607fdfe808191b20ee5a536cf52db,25843.723,17341,381,25769,14.785,True
1,5,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",51989,5,gpt-4o-mini,vs_69d608df1a1c819190ff45f423da8471,74511.905,17629,622,74425,8.357,True
1,5,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",51989,5,gpt-4o-mini,vs_69d608df1a1c819190ff45f423da8471,42920.645,17003,582,42861,13.579,True
1,5,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",51989,5,gpt-4o-mini,vs_69d608df1a1c819190ff45f423da8471,25222.227,17250,479,25140,19.053,True
1,5,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,51989,5,gpt-4o-mini,vs_69d608df1a1c819190ff45f423da8471,18960.762,17336,690,18876,36.554,True
1,5,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",51989,5,gpt-4o-mini,vs_69d608df1a1c819190ff45f423da8471,34746.301,16972,413,34694,11.904,True
1,5,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,51989,5,gpt-4o-mini,vs_69d608df1a1c819190ff45f423da8471,16320.972,17306,359,16260,22.079,True
1,6,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",62334,6,gpt-4o-mini,vs_69d609bf973081918f6cb2966de8ed78,66286.897,17943,994,66201,15.015,True
1,6,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",62334,6,gpt-4o-mini,vs_69d609bf973081918f6cb2966de8ed78,40488.284,17282,781,40396,19.334,True
1,6,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",62334,6,gpt-4o-mini,vs_69d609bf973081918f6cb2966de8ed78,20267.7,17252,362,20218,17.905,True
1,6,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,62334,6,gpt-4o-mini,vs_69d609bf973081918f6cb2966de8ed78,48307.189,17499,874,48253,18.113,True
1,6,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",62334,6,gpt-4o-mini,vs_69d609bf973081918f6cb2966de8ed78,19061.246,17232,338,19015,17.775,True
1,6,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,62334,6,gpt-4o-mini,vs_69d609bf973081918f6cb2966de8ed78,27602.778,17286,432,27553,15.679,True
1,7,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",72725,7,gpt-4o-mini,vs_69d60aa8867c8191b7e015cd74f7e770,174925.61,18357,820,174877,4.689,False
1,7,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",72725,7,gpt-4o-mini,vs_69d60aa8867c8191b7e015cd74f7e770,52186.06,17483,736,52100,14.127,True
1,7,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",72725,7,gpt-4o-mini,vs_69d60aa8867c8191b7e015cd74f7e770,19999.773,17265,487,19950,24.411,True
1,7,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,72725,7,gpt-4o-mini,vs_69d60aa8867c8191b7e015cd74f7e770,37492.432,17195,851,37443,22.728,False
1,7,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",72725,7,gpt-4o-mini,vs_69d60aa8867c8191b7e015cd74f7e770,26117.279,17276,440,26070,16.878,False
1,7,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,72725,7,gpt-4o-mini,vs_69d60aa8867c8191b7e015cd74f7e770,35451.14,17442,598,35398,16.894,True
1,8,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",83099,8,gpt-4o-mini,vs_69d60c0f6b6881918f47c14f1fa0f981,73172.238,17615,791,73119,10.818,True
1,8,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",83099,8,gpt-4o-mini,vs_69d60c0f6b6881918f47c14f1fa0f981,43115.147,17281,642,43033,14.919,True
1,8,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",83099,8,gpt-4o-mini,vs_69d60c0f6b6881918f47c14f1fa0f981,30544.192,17368,515,30492,16.89,True
1,8,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,83099,8,gpt-4o-mini,vs_69d60c0f6b6881918f47c14f1fa0f981,49945.107,17631,1073,49899,21.503,False
1,8,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",83099,8,gpt-4o-mini,vs_69d60c0f6b6881918f47c14f1fa0f981,15124.935,17190,383,15056,25.438,True
1,8,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,83099,8,gpt-4o-mini,vs_69d60c0f6b6881918f47c14f1fa0f981,20739.121,17014,364,20686,17.596,False
1,9,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",93548,9,gpt-4o-mini,vs_69d60d02223481919e486bdfe2726e0c,92532.951,17749,1114,92441,12.051,True
1,9,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",93548,9,gpt-4o-mini,vs_69d60d02223481919e486bdfe2726e0c,17714.95,17233,635,17658,35.961,True
1,9,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",93548,9,gpt-4o-mini,vs_69d60d02223481919e486bdfe2726e0c,17956.824,17268,406,17906,22.674,True
1,9,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,93548,9,gpt-4o-mini,vs_69d60d02223481919e486bdfe2726e0c,66793.014,17610,915,66710,13.716,True
1,9,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",93548,9,gpt-4o-mini,vs_69d60d02223481919e486bdfe2726e0c,17361.159,17295,400,17274,23.156,True
1,9,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,93548,9,gpt-4o-mini,vs_69d60d02223481919e486bdfe2726e0c,37406.447,17194,502,37314,13.453,True
1,10,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",104002,10,gpt-4o-mini,vs_69d60e08d0d08191aa01563f93cc92e0,105407.133,18237,1211,105215,11.51,True
1,10,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",104002,10,gpt-4o-mini,vs_69d60e08d0d08191aa01563f93cc92e0,14867.715,17322,513,14813,34.632,False
1,10,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",104002,10,gpt-4o-mini,vs_69d60e08d0d08191aa01563f93cc92e0,13380.787,17279,447,13299,33.612,True
1,10,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,104002,10,gpt-4o-mini,vs_69d60e08d0d08191aa01563f93cc92e0,37362.065,17588,885,37266,23.748,False
1,10,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",104002,10,gpt-4o-mini,vs_69d60e08d0d08191aa01563f93cc92e0,21394.053,16964,437,21326,20.491,True
1,10,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,104002,10,gpt-4o-mini,vs_69d60e08d0d08191aa01563f93cc92e0,14407.658,16697,391,14356,27.236,True
1,11,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",114451,11,gpt-4o-mini,vs_69d60eedc3d48191b209b3c09754c073,59016.184,17865,775,58963,13.144,True
1,11,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",114451,11,gpt-4o-mini,vs_69d60eedc3d48191b209b3c09754c073,29449.639,17072,633,29397,21.533,False
1,11,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",114451,11,gpt-4o-mini,vs_69d60eedc3d48191b209b3c09754c073,14784.008,17266,414,14721,28.123,True
1,11,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,114451,11,gpt-4o-mini,vs_69d60eedc3d48191b209b3c09754c073,49983.018,17836,1121,49932,22.451,False
1,11,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",114451,11,gpt-4o-mini,vs_69d60eedc3d48191b209b3c09754c073,10202.523,16933,399,10155,39.291,True
1,11,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,114451,11,gpt-4o-mini,vs_69d60eedc3d48191b209b3c09754c073,12966.256,17092,404,12913,31.286,True
1,12,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",124871,12,gpt-4o-mini,vs_69d60faea4d88191990a0378706a225f,74240.121,17739,722,74140,9.738,True
1,12,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",124871,12,gpt-4o-mini,vs_69d60faea4d88191990a0378706a225f,30951.36,16944,649,30857,21.033,False
1,12,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",124871,12,gpt-4o-mini,vs_69d60faea4d88191990a0378706a225f,27109.941,17273,437,27014,16.177,False
1,12,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,124871,12,gpt-4o-mini,vs_69d60faea4d88191990a0378706a225f,32184.205,17353,696,32130,21.662,True
1,12,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",124871,12,gpt-4o-mini,vs_69d60faea4d88191990a0378706a225f,22536.617,17088,373,22438,16.624,True
1,12,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,124871,12,gpt-4o-mini,vs_69d60faea4d88191990a0378706a225f,26567.487,17086,346,26509,13.052,True
1,13,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",135223,13,gpt-4o-mini,vs_69d610dbb2488191aca60ff3a5eb6a1a,166647.723,18357,875,166562,5.253,False
1,13,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",135223,13,gpt-4o-mini,vs_69d610dbb2488191aca60ff3a5eb6a1a,28403.082,17099,593,28355,20.913,False
1,13,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",135223,13,gpt-4o-mini,vs_69d610dbb2488191aca60ff3a5eb6a1a,23719.451,17100,464,23637,19.63,True
1,13,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,135223,13,gpt-4o-mini,vs_69d610dbb2488191aca60ff3a5eb6a1a,63625.36,17543,898,63540,14.133,True
1,13,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",135223,13,gpt-4o-mini,vs_69d610dbb2488191aca60ff3a5eb6a1a,12664.83,16869,452,12613,35.836,True
1,13,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,135223,13,gpt-4o-mini,vs_69d610dbb2488191aca60ff3a5eb6a1a,27501.039,16487,397,27447,14.464,True
1,14,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",145724,14,gpt-4o-mini,vs_69d6122c37508191b00af434ddb49b6e,156930.084,18484,963,156879,6.138,False
1,14,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",145724,14,gpt-4o-mini,vs_69d6122c37508191b00af434ddb49b6e,47027.682,17599,666,46976,14.177,True
1,14,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",145724,14,gpt-4o-mini,vs_69d6122c37508191b00af434ddb49b6e,22529.133,17270,472,22479,20.997,True
1,14,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,145724,14,gpt-4o-mini,vs_69d6122c37508191b00af434ddb49b6e,48986.098,17463,878,48934,17.943,False
1,14,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",145724,14,gpt-4o-mini,vs_69d6122c37508191b00af434ddb49b6e,26154.154,16765,433,26102,16.589,True
1,14,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,145724,14,gpt-4o-mini,vs_69d6122c37508191b00af434ddb49b6e,47896.46,16992,565,47850,11.808,True
1,15,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",155786,15,gpt-4o-mini,vs_69d61412898481919c35c2ddc6348cdf,166363.457,18233,911,166315,5.478,False
1,15,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",155786,15,gpt-4o-mini,vs_69d61412898481919c35c2ddc6348cdf,32049.58,17051,600,31991,18.755,False
1,15,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",155786,15,gpt-4o-mini,vs_69d61412898481919c35c2ddc6348cdf,38661.011,17333,521,38604,13.496,True
1,15,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,155786,15,gpt-4o-mini,vs_69d61412898481919c35c2ddc6348cdf,45071.284,17425,757,44978,16.83,True
1,15,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",155786,15,gpt-4o-mini,vs_69d61412898481919c35c2ddc6348cdf,9751.789,16943,396,9672,40.943,True
1,15,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,155786,15,gpt-4o-mini,vs_69d61412898481919c35c2ddc6348cdf,15296.491,17280,279,15211,18.342,False
1,16,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",166256,16,gpt-4o-mini,vs_69d6155dacc08191aecb66ac0dd85a42,95317.917,17952,992,95271,10.412,False
1,16,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",166256,16,gpt-4o-mini,vs_69d6155dacc08191aecb66ac0dd85a42,44978.194,16885,679,44924,15.114,True
1,16,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",166256,16,gpt-4o-mini,vs_69d6155dacc08191aecb66ac0dd85a42,25973.802,17133,426,25917,16.437,True
1,16,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,166256,16,gpt-4o-mini,vs_69d6155dacc08191aecb66ac0dd85a42,27646.832,17110,710,27547,25.774,False
1,16,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",166256,16,gpt-4o-mini,vs_69d6155dacc08191aecb66ac0dd85a42,22591.182,17275,379,22544,16.812,True
1,16,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,166256,16,gpt-4o-mini,vs_69d6155dacc08191aecb66ac0dd85a42,33971.095,17062,416,33911,12.267,True
1,17,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",176648,17,gpt-4o-mini,vs_69d61666c0a88191aacb72fc47a8cb33,179052.37,17727,1072,178965,5.99,True
1,17,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",176648,17,gpt-4o-mini,vs_69d61666c0a88191aacb72fc47a8cb33,17444.196,16768,576,17392,33.119,True
1,17,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",176648,17,gpt-4o-mini,vs_69d61666c0a88191aacb72fc47a8cb33,51483.643,17306,594,51438,11.548,True
1,17,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,176648,17,gpt-4o-mini,vs_69d61666c0a88191aacb72fc47a8cb33,64870.824,17468,789,64776,12.18,False
1,17,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",176648,17,gpt-4o-mini,vs_69d61666c0a88191aacb72fc47a8cb33,21588.443,16713,396,21538,18.386,True
1,17,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,176648,17,gpt-4o-mini,vs_69d61666c0a88191aacb72fc47a8cb33,41079.526,16936,423,41030,10.31,False
1,18,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",186905,18,gpt-4o-mini,vs_69d618642f8c819181190a2956b71221,24783.127,987,499,24727,20.18,False
1,18,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",186905,18,gpt-4o-mini,vs_69d618642f8c819181190a2956b71221,46210.61,17334,666,46161,14.428,True
1,18,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",186905,18,gpt-4o-mini,vs_69d618642f8c819181190a2956b71221,49043.458,17322,473,48992,9.655,True
1,18,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,186905,18,gpt-4o-mini,vs_69d618642f8c819181190a2956b71221,46694.19,17349,734,46602,15.75,True
1,18,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",186905,18,gpt-4o-mini,vs_69d618642f8c819181190a2956b71221,16707.664,945,382,16649,22.944,False
1,18,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,186905,18,gpt-4o-mini,vs_69d618642f8c819181190a2956b71221,26093.968,16976,392,25827,15.178,False
1,19,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",197313,19,gpt-4o-mini,vs_69d619448d5c8191aae52350474f393d,170217.4,18251,921,170164,5.412,False
1,19,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",197313,19,gpt-4o-mini,vs_69d619448d5c8191aae52350474f393d,36662.803,17346,640,36575,17.498,True
1,19,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",197313,19,gpt-4o-mini,vs_69d619448d5c8191aae52350474f393d,31602.203,17132,515,31547,16.325,True
1,19,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,197313,19,gpt-4o-mini,vs_69d619448d5c8191aae52350474f393d,83417.61,17578,1128,83369,13.53,True
1,19,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",197313,19,gpt-4o-mini,vs_69d619448d5c8191aae52350474f393d,16174.344,17201,385,16090,23.928,True
1,19,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,197313,19,gpt-4o-mini,vs_69d619448d5c8191aae52350474f393d,24329.307,17010,383,24279,15.775,True
1,20,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",207534,20,gpt-4o-mini,vs_69d61ac093a48191a9cf33b4af4b731e,107827.603,17989,900,107742,8.353,True
1,20,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",207534,20,gpt-4o-mini,vs_69d61ac093a48191a9cf33b4af4b731e,104445.698,17482,1105,104366,10.588,True
1,20,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",207534,20,gpt-4o-mini,vs_69d61ac093a48191a9cf33b4af4b731e,11386.526,17051,422,11289,37.382,True
1,20,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,207534,20,gpt-4o-mini,vs_69d61ac093a48191a9cf33b4af4b731e,48068.911,17536,707,46894,15.077,False
1,20,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",207534,20,gpt-4o-mini,vs_69d61ac093a48191a9cf33b4af4b731e,28416.766,17248,550,28293,19.439,False
1,20,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,207534,20,gpt-4o-mini,vs_69d61ac093a48191a9cf33b4af4b731e,32425.387,17296,402,32336,12.432,True
1,21,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",217827,21,gpt-4o-mini,vs_69d61c2202d48191bd6ff37303a9d231,93172.13,17793,845,93123,9.074,True
1,21,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",217827,21,gpt-4o-mini,vs_69d61c2202d48191bd6ff37303a9d231,23244.804,16862,623,23152,26.909,True
1,21,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",217827,21,gpt-4o-mini,vs_69d61c2202d48191bd6ff37303a9d231,23333.631,17157,431,23272,18.52,True
1,21,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,217827,21,gpt-4o-mini,vs_69d61c2202d48191bd6ff37303a9d231,26060.021,17157,720,25982,27.711,False
1,21,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",217827,21,gpt-4o-mini,vs_69d61c2202d48191bd6ff37303a9d231,24004.916,17275,450,23915,18.817,False
1,21,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,217827,21,gpt-4o-mini,vs_69d61c2202d48191bd6ff37303a9d231,27898.263,16664,392,27820,14.091,False
1,22,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",228128,22,gpt-4o-mini,vs_69d61d1126e481919eeb63fbace6c779,86751.342,17473,1034,86689,11.928,True
