run,step,query_idx,query_text,kb_size_bytes,file_count,model,vector_store_id,elapsed_ms,input_tokens,output_tokens,provider_server_latency_ms,throughput_output_tokens_per_sec,has_citation
1,14,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,145724,14,gpt-4o-mini,vs_69d675e91894819183a262c46bc560e4,20019.287,17143,508,19959,25.452,True
1,15,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",155786,15,gpt-4o-mini,vs_69d6773931dc8191b5c9051a211b9b16,168916.325,18064,849,168859,5.028,False
1,15,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",155786,15,gpt-4o-mini,vs_69d6773931dc8191b5c9051a211b9b16,35466.017,17598,765,35407,21.606,True
1,15,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",155786,15,gpt-4o-mini,vs_69d6773931dc8191b5c9051a211b9b16,15119.363,17179,467,15058,31.013,True
1,15,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,155786,15,gpt-4o-mini,vs_69d6773931dc8191b5c9051a211b9b16,39369.504,17360,674,39278,17.16,False
1,15,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",155786,15,gpt-4o-mini,vs_69d6773931dc8191b5c9051a211b9b16,20487.905,16832,365,20425,17.87,True
1,15,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,155786,15,gpt-4o-mini,vs_69d6773931dc8191b5c9051a211b9b16,28428.408,16413,371,28366,13.079,False
1,16,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",166256,16,gpt-4o-mini,vs_69d679a634fc8191b098310a29c7c2a5,88162.434,18225,799,88108,9.068,False
1,16,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",166256,16,gpt-4o-mini,vs_69d679a634fc8191b098310a29c7c2a5,28944.166,17307,630,28888,21.808,False
1,16,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",166256,16,gpt-4o-mini,vs_69d679a634fc8191b098310a29c7c2a5,23688.013,17285,493,23594,20.895,True
1,16,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,166256,16,gpt-4o-mini,vs_69d679a634fc8191b098310a29c7c2a5,31062.939,17421,835,31008,26.929,False
1,16,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",166256,16,gpt-4o-mini,vs_69d679a634fc8191b098310a29c7c2a5,21950.331,17307,469,21858,21.457,False
1,16,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,166256,16,gpt-4o-mini,vs_69d679a634fc8191b098310a29c7c2a5,40801.553,17284,485,40720,11.911,True
1,17,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",176648,17,gpt-4o-mini,vs_69d67ab4bb508191a7b2f2f6115501f6,114870.735,17675,1036,114791,9.025,True
1,17,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",176648,17,gpt-4o-mini,vs_69d67ab4bb508191a7b2f2f6115501f6,31637.911,16690,592,31546,18.766,True
1,17,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",176648,17,gpt-4o-mini,vs_69d67ab4bb508191a7b2f2f6115501f6,29110.964,17304,512,29045,17.628,True
1,17,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,176648,17,gpt-4o-mini,vs_69d67ab4bb508191a7b2f2f6115501f6,81297.463,17728,1107,81241,13.626,False
1,17,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",176648,17,gpt-4o-mini,vs_69d67ab4bb508191a7b2f2f6115501f6,30840.972,16900,410,30782,13.319,False
1,17,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,176648,17,gpt-4o-mini,vs_69d67ab4bb508191a7b2f2f6115501f6,43555.618,16458,324,43467,7.454,False
1,18,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",186905,18,gpt-4o-mini,vs_69d67c379e9c81918f678bc8e9d5e919,109328.745,17878,963,109271,8.813,True
1,18,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",186905,18,gpt-4o-mini,vs_69d67c379e9c81918f678bc8e9d5e919,34390.533,17384,635,34310,18.508,True
1,18,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",186905,18,gpt-4o-mini,vs_69d67c379e9c81918f678bc8e9d5e919,14449.357,17070,457,14388,31.763,True
1,18,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,186905,18,gpt-4o-mini,vs_69d67c379e9c81918f678bc8e9d5e919,112092.903,17715,1010,112031,9.015,False
1,18,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",186905,18,gpt-4o-mini,vs_69d67c379e9c81918f678bc8e9d5e919,76237.25,17286,409,75746,5.4,True
1,18,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,186905,18,gpt-4o-mini,vs_69d67c379e9c81918f678bc8e9d5e919,52307.164,16566,548,52256,10.487,True
1,19,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",197313,19,gpt-4o-mini,vs_69d67de73b208191bc450f9aa736b4ee,83631.198,17653,785,83561,9.394,False
1,19,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",197313,19,gpt-4o-mini,vs_69d67de73b208191bc450f9aa736b4ee,62554.642,17095,796,62504,12.735,True
1,19,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",197313,19,gpt-4o-mini,vs_69d67de73b208191bc450f9aa736b4ee,35089.793,17316,499,35033,14.244,False
1,19,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,197313,19,gpt-4o-mini,vs_69d67de73b208191bc450f9aa736b4ee,59238.677,17481,834,59179,14.093,False
1,19,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",197313,19,gpt-4o-mini,vs_69d67de73b208191bc450f9aa736b4ee,37723.956,17237,459,37636,12.196,True
1,19,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,197313,19,gpt-4o-mini,vs_69d67de73b208191bc450f9aa736b4ee,27201.679,16980,470,27142,17.316,False
1,20,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",207534,20,gpt-4o-mini,vs_69d67f32c6148191bd41c92aa1bb9df5,172017.275,18001,1014,171928,5.898,True
1,20,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",207534,20,gpt-4o-mini,vs_69d67f32c6148191bd41c92aa1bb9df5,18713.325,16935,577,18643,30.95,False
1,20,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",207534,20,gpt-4o-mini,vs_69d67f32c6148191bd41c92aa1bb9df5,17415.312,17081,430,17342,24.795,True
1,20,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,207534,20,gpt-4o-mini,vs_69d67f32c6148191bd41c92aa1bb9df5,43541.751,17434,894,43477,20.563,True
1,20,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",207534,20,gpt-4o-mini,vs_69d67f32c6148191bd41c92aa1bb9df5,13600.909,17190,440,13543,32.489,False
1,20,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,207534,20,gpt-4o-mini,vs_69d67f32c6148191bd41c92aa1bb9df5,35228.667,16620,367,35123,10.449,False
1,21,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",217827,21,gpt-4o-mini,vs_69d6809bf82c81918e37131c9f47a7de,127532.272,18437,982,127478,7.703,False
1,21,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",217827,21,gpt-4o-mini,vs_69d6809bf82c81918e37131c9f47a7de,40281.954,17010,699,40201,17.388,True
1,21,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",217827,21,gpt-4o-mini,vs_69d6809bf82c81918e37131c9f47a7de,17451.046,17106,456,17355,26.275,False
1,21,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,217827,21,gpt-4o-mini,vs_69d6809bf82c81918e37131c9f47a7de,133266.522,18083,1396,133179,10.482,False
1,21,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",217827,21,gpt-4o-mini,vs_69d6809bf82c81918e37131c9f47a7de,5970.316,17204,379,5882,64.434,True
1,21,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,217827,21,gpt-4o-mini,vs_69d6809bf82c81918e37131c9f47a7de,25500.625,16755,402,25414,15.818,True
