run,step,query_idx,query_text,kb_size_bytes,file_count,model,vector_store_id,elapsed_ms,input_tokens,output_tokens,provider_server_latency_ms,throughput_output_tokens_per_sec,has_citation
1,2,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",21048,1,gpt-4o-mini,vs_69d61bb7b40c8191a46e990fe9cd8339,14677.44,17307,523,14592,35.842,False
1,2,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,21048,1,gpt-4o-mini,vs_69d61bb7b40c8191a46e990fe9cd8339,31652.921,17355,421,31603,13.322,False
1,3,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",31242,1,gpt-4o-mini,vs_69d61ccb40388191b38fcc5a07e10bf4,182943.706,18513,993,182861,5.43,False
1,3,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",31242,1,gpt-4o-mini,vs_69d61ccb40388191b38fcc5a07e10bf4,14369.935,17429,507,14313,35.422,True
1,3,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",31242,1,gpt-4o-mini,vs_69d61ccb40388191b38fcc5a07e10bf4,20439.536,17367,432,20380,21.197,True
1,3,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,31242,1,gpt-4o-mini,vs_69d61ccb40388191b38fcc5a07e10bf4,27576.429,17527,804,27527,29.208,False
1,3,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",31242,1,gpt-4o-mini,vs_69d61ccb40388191b38fcc5a07e10bf4,10919.109,17280,411,10862,37.838,True
1,3,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,31242,1,gpt-4o-mini,vs_69d61ccb40388191b38fcc5a07e10bf4,27021.523,17347,429,26967,15.908,False
1,4,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",41717,1,gpt-4o-mini,vs_69d61df86adc8191a51d841d2a5f8db2,151699.832,18526,1000,151645,6.594,False
1,4,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",41717,1,gpt-4o-mini,vs_69d61df86adc8191a51d841d2a5f8db2,44140.263,17488,801,44082,18.171,False
1,4,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",41717,1,gpt-4o-mini,vs_69d61df86adc8191a51d841d2a5f8db2,30450.007,17356,460,30356,15.154,True
1,4,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,41717,1,gpt-4o-mini,vs_69d61df86adc8191a51d841d2a5f8db2,15418.619,17381,764,15357,49.749,True
1,4,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",41717,1,gpt-4o-mini,vs_69d61df86adc8191a51d841d2a5f8db2,21230.35,17307,391,21139,18.497,True
1,4,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,41717,1,gpt-4o-mini,vs_69d61df86adc8191a51d841d2a5f8db2,16753.481,17305,276,16696,16.531,False
1,5,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",51989,1,gpt-4o-mini,vs_69d61f1b61a48191875b98d29956e12d,102306.667,18081,960,102228,9.391,False
1,5,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",51989,1,gpt-4o-mini,vs_69d61f1b61a48191875b98d29956e12d,24405.983,17446,731,24346,30.025,True
1,5,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",51989,1,gpt-4o-mini,vs_69d61f1b61a48191875b98d29956e12d,36630.126,17318,472,36573,12.906,True
1,5,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,51989,1,gpt-4o-mini,vs_69d61f1b61a48191875b98d29956e12d,76117.902,17693,959,76068,12.607,True
1,5,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",51989,1,gpt-4o-mini,vs_69d61f1b61a48191875b98d29956e12d,23574.871,17251,386,23381,16.509,False
1,5,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,51989,1,gpt-4o-mini,vs_69d61f1b61a48191875b98d29956e12d,26017.768,17412,458,25965,17.639,True
1,6,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",62334,1,gpt-4o-mini,vs_69d62045e9bc819194e4978365cc7082,41544.292,17639,753,41493,18.148,True
1,6,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",62334,1,gpt-4o-mini,vs_69d62045e9bc819194e4978365cc7082,60820.781,17692,778,60759,12.805,True
1,6,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",62334,1,gpt-4o-mini,vs_69d62045e9bc819194e4978365cc7082,27951.557,17254,485,27866,17.405,True
1,6,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,62334,1,gpt-4o-mini,vs_69d62045e9bc819194e4978365cc7082,45159.313,17658,961,44710,21.494,True
1,6,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",62334,1,gpt-4o-mini,vs_69d62045e9bc819194e4978365cc7082,21636.171,17294,330,21582,15.291,True
1,6,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,62334,1,gpt-4o-mini,vs_69d62045e9bc819194e4978365cc7082,32841.181,17373,425,32788,12.962,False
1,7,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",72725,1,gpt-4o-mini,vs_69d62135cdec8191abe0c6487e492e51,83097.194,17744,703,83043,8.465,True
1,7,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",72725,1,gpt-4o-mini,vs_69d62135cdec8191abe0c6487e492e51,25530.175,17647,824,25476,32.344,True
1,7,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",72725,1,gpt-4o-mini,vs_69d62135cdec8191abe0c6487e492e51,29594.805,17247,461,29504,15.625,True
1,7,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,72725,1,gpt-4o-mini,vs_69d62135cdec8191abe0c6487e492e51,63516.333,17621,1000,63441,15.763,True
1,7,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",72725,1,gpt-4o-mini,vs_69d62135cdec8191abe0c6487e492e51,21496.308,17306,426,21446,19.864,True
1,7,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,72725,1,gpt-4o-mini,vs_69d62135cdec8191abe0c6487e492e51,26483.971,17309,421,26433,15.927,False
1,8,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",83099,1,gpt-4o-mini,vs_69d622383bbc8191b6436c364abbf8ca,113621.235,18425,906,113542,7.979,False
1,8,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",83099,1,gpt-4o-mini,vs_69d622383bbc8191b6436c364abbf8ca,18570.585,17302,527,18519,28.457,True
1,8,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",83099,1,gpt-4o-mini,vs_69d622383bbc8191b6436c364abbf8ca,26609.891,17303,476,26258,18.128,True
1,8,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,83099,1,gpt-4o-mini,vs_69d622383bbc8191b6436c364abbf8ca,32489.607,17312,666,32438,20.531,False
1,8,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",83099,1,gpt-4o-mini,vs_69d622383bbc8191b6436c364abbf8ca,25152.884,17271,518,25096,20.641,True
1,8,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,83099,1,gpt-4o-mini,vs_69d622383bbc8191b6436c364abbf8ca,20419.879,17331,374,19091,19.59,True
1,9,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",93548,1,gpt-4o-mini,vs_69d6232e05a08191abc26891f2c9fb53,102814.924,17833,815,102702,7.936,True
1,9,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",93548,1,gpt-4o-mini,vs_69d6232e05a08191abc26891f2c9fb53,49231.106,17485,726,49131,14.777,True
1,9,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",93548,1,gpt-4o-mini,vs_69d6232e05a08191abc26891f2c9fb53,24566.159,17273,467,24474,19.081,True
1,9,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,93548,1,gpt-4o-mini,vs_69d6232e05a08191abc26891f2c9fb53,44007.435,17393,898,43957,20.429,True
1,9,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",93548,1,gpt-4o-mini,vs_69d6232e05a08191abc26891f2c9fb53,24311.321,17299,397,24230,16.385,False
1,9,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,93548,1,gpt-4o-mini,vs_69d6232e05a08191abc26891f2c9fb53,39047.503,17402,468,38987,12.004,False
1,10,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",104002,1,gpt-4o-mini,vs_69d62454173c819196b140dfbc857edd,152267.079,18327,1131,152214,7.43,True
1,10,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",104002,1,gpt-4o-mini,vs_69d62454173c819196b140dfbc857edd,42109.458,17416,646,42049,15.363,True
1,10,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",104002,1,gpt-4o-mini,vs_69d62454173c819196b140dfbc857edd,23072.0,17240,451,23010,19.6,True
1,10,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,104002,1,gpt-4o-mini,vs_69d62454173c819196b140dfbc857edd,39799.985,17331,742,39746,18.669,False
1,10,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",104002,1,gpt-4o-mini,vs_69d62454173c819196b140dfbc857edd,11228.802,17259,384,11135,34.486,False
1,10,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,104002,1,gpt-4o-mini,vs_69d62454173c819196b140dfbc857edd,39475.176,17327,395,39428,10.018,False
1,11,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",114451,1,gpt-4o-mini,vs_69d6259326848191b00f3ecf011bca52,165878.078,18392,897,165784,5.411,False
1,11,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",114451,1,gpt-4o-mini,vs_69d6259326848191b00f3ecf011bca52,30761.047,17347,576,30667,18.782,True
1,11,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",114451,1,gpt-4o-mini,vs_69d6259326848191b00f3ecf011bca52,36285.791,17299,533,36241,14.707,True
1,11,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,114451,1,gpt-4o-mini,vs_69d6259326848191b00f3ecf011bca52,28359.955,17350,785,28311,27.728,False
1,11,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",114451,1,gpt-4o-mini,vs_69d6259326848191b00f3ecf011bca52,21215.044,17261,382,21124,18.084,True
1,11,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,114451,1,gpt-4o-mini,vs_69d6259326848191b00f3ecf011bca52,19098.576,17289,409,19048,21.472,False
1,12,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",124871,1,gpt-4o-mini,vs_69d626cc6c20819182cd411ef338ccc4,169883.185,18411,950,169799,5.595,False
1,12,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",124871,1,gpt-4o-mini,vs_69d626cc6c20819182cd411ef338ccc4,47749.506,17454,814,47644,17.085,False
1,12,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",124871,1,gpt-4o-mini,vs_69d626cc6c20819182cd411ef338ccc4,56586.42,17303,517,56533,9.145,False
1,12,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,124871,1,gpt-4o-mini,vs_69d626cc6c20819182cd411ef338ccc4,24010.998,17355,772,23929,32.262,False
1,12,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",124871,1,gpt-4o-mini,vs_69d626cc6c20819182cd411ef338ccc4,13206.183,17229,419,13143,31.88,True
1,12,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,124871,1,gpt-4o-mini,vs_69d626cc6c20819182cd411ef338ccc4,42837.475,17390,435,42775,10.169,False
1,13,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",135223,1,gpt-4o-mini,vs_69d62837fe108191ae13e2577d74addb,121039.792,17937,889,120952,7.35,True
1,13,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",135223,1,gpt-4o-mini,vs_69d62837fe108191ae13e2577d74addb,18467.601,17298,680,18413,36.93,True
1,13,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",135223,1,gpt-4o-mini,vs_69d62837fe108191ae13e2577d74addb,17803.038,17280,456,17753,25.686,False
1,13,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,135223,1,gpt-4o-mini,vs_69d62837fe108191ae13e2577d74addb,69528.598,17702,960,69446,13.824,True
1,13,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",135223,1,gpt-4o-mini,vs_69d62837fe108191ae13e2577d74addb,29941.386,17324,483,29848,16.182,True
1,13,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,135223,1,gpt-4o-mini,vs_69d62837fe108191ae13e2577d74addb,20708.49,17436,560,20656,27.111,True
1,14,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",145724,1,gpt-4o-mini,vs_69d6295771148191a45fa6def28e8211,96686.316,17892,862,96597,8.924,True
1,14,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",145724,1,gpt-4o-mini,vs_69d6295771148191a45fa6def28e8211,16106.744,17393,614,16039,38.282,False
1,14,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",145724,1,gpt-4o-mini,vs_69d6295771148191a45fa6def28e8211,12924.914,17349,475,12873,36.899,True
1,14,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,145724,1,gpt-4o-mini,vs_69d6295771148191a45fa6def28e8211,16647.867,17321,689,16590,41.531,False
1,14,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",145724,1,gpt-4o-mini,vs_69d6295771148191a45fa6def28e8211,11321.363,17292,338,11265,30.004,True
1,14,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,145724,1,gpt-4o-mini,vs_69d6295771148191a45fa6def28e8211,27036.024,17341,438,26976,16.237,False
1,15,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",155786,1,gpt-4o-mini,vs_69d62a15ef9c8191aad4bec952a968a5,115193.584,17884,990,115141,8.598,False
1,15,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",155786,1,gpt-4o-mini,vs_69d62a15ef9c8191aad4bec952a968a5,50920.694,17514,768,50824,15.111,False
1,15,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",155786,1,gpt-4o-mini,vs_69d62a15ef9c8191aad4bec952a968a5,21655.71,17291,442,21603,20.46,True
1,15,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,155786,1,gpt-4o-mini,vs_69d62a15ef9c8191aad4bec952a968a5,70211.163,17676,938,70142,13.373,True
1,15,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",155786,1,gpt-4o-mini,vs_69d62a15ef9c8191aad4bec952a968a5,9986.059,17268,376,9933,37.854,False
1,15,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,155786,1,gpt-4o-mini,vs_69d62a15ef9c8191aad4bec952a968a5,35165.673,17383,430,35090,12.254,False
1,16,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",166256,1,gpt-4o-mini,vs_69d62b5142288191915904bd5e7accd5,158576.794,18407,901,158497,5.685,False
1,16,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",166256,1,gpt-4o-mini,vs_69d62b5142288191915904bd5e7accd5,29692.535,17450,742,29631,25.041,True
1,16,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",166256,1,gpt-4o-mini,vs_69d62b5142288191915904bd5e7accd5,14926.424,17373,458,14874,30.792,True
1,16,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,166256,1,gpt-4o-mini,vs_69d62b5142288191915904bd5e7accd5,38451.431,17649,832,38355,21.692,True
1,16,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",166256,1,gpt-4o-mini,vs_69d62b5142288191915904bd5e7accd5,19751.956,17294,330,19667,16.779,True
1,16,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,166256,1,gpt-4o-mini,vs_69d62b5142288191915904bd5e7accd5,19317.213,17275,308,19261,15.991,False
1,17,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",176648,1,gpt-4o-mini,vs_69d62c73984081918f8b13b6ebd58f97,67155.756,17628,742,67103,11.058,False
1,17,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",176648,1,gpt-4o-mini,vs_69d62c73984081918f8b13b6ebd58f97,51280.353,17507,742,51228,14.484,False
1,17,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",176648,1,gpt-4o-mini,vs_69d62c73984081918f8b13b6ebd58f97,17600.13,17360,539,17546,30.719,True
1,17,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,176648,1,gpt-4o-mini,vs_69d62c73984081918f8b13b6ebd58f97,46332.991,17436,713,46241,15.419,False
1,17,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",176648,1,gpt-4o-mini,vs_69d62c73984081918f8b13b6ebd58f97,21340.92,17284,354,21079,16.794,True
1,17,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,176648,1,gpt-4o-mini,vs_69d62c73984081918f8b13b6ebd58f97,21533.133,17256,305,21436,14.228,False
1,18,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",186905,1,gpt-4o-mini,vs_69d62d5f270c8191aea83d9a18d723e1,84851.851,17805,787,84765,9.284,True
1,18,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",186905,1,gpt-4o-mini,vs_69d62d5f270c8191aea83d9a18d723e1,16035.057,17251,569,15982,35.603,True
1,18,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",186905,1,gpt-4o-mini,vs_69d62d5f270c8191aea83d9a18d723e1,21410.997,17265,365,21347,17.098,False
1,18,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,186905,1,gpt-4o-mini,vs_69d62d5f270c8191aea83d9a18d723e1,45832.03,17344,758,45772,16.56,True
1,18,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",186905,1,gpt-4o-mini,vs_69d62d5f270c8191aea83d9a18d723e1,34312.355,17277,399,34250,11.65,False
1,18,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,186905,1,gpt-4o-mini,vs_69d62d5f270c8191aea83d9a18d723e1,9486.389,17234,301,9391,32.052,False
1,19,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",197313,1,gpt-4o-mini,vs_69d62e3e32f88191bef12a856066277f,148526.916,18372,895,148463,6.028,False
1,19,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",197313,1,gpt-4o-mini,vs_69d62e3e32f88191bef12a856066277f,38354.873,17386,646,38299,16.867,True
1,19,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",197313,1,gpt-4o-mini,vs_69d62e3e32f88191bef12a856066277f,14264.549,17329,482,14165,34.028,True
1,19,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,197313,1,gpt-4o-mini,vs_69d62e3e32f88191bef12a856066277f,47049.962,17397,763,46963,16.247,False
1,19,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",197313,1,gpt-4o-mini,vs_69d62e3e32f88191bef12a856066277f,17222.59,17246,311,17144,18.14,True
1,19,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,197313,1,gpt-4o-mini,vs_69d62e3e32f88191bef12a856066277f,46645.985,17398,453,46593,9.722,False
1,20,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",207534,1,gpt-4o-mini,vs_69d62f80270c81918766ec17604a9f69,54779.206,17616,690,54698,12.615,True
1,20,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",207534,1,gpt-4o-mini,vs_69d62f80270c81918766ec17604a9f69,30440.34,17385,664,30384,21.854,True
1,20,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",207534,1,gpt-4o-mini,vs_69d62f80270c81918766ec17604a9f69,25837.478,17285,484,25777,18.776,True
1,20,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,207534,1,gpt-4o-mini,vs_69d62f80270c81918766ec17604a9f69,41511.005,17406,832,41463,20.066,True
1,20,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",207534,1,gpt-4o-mini,vs_69d62f80270c81918766ec17604a9f69,8056.296,17243,352,7968,44.177,True
1,20,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,207534,1,gpt-4o-mini,vs_69d62f80270c81918766ec17604a9f69,39680.239,17358,398,39593,10.052,False
1,21,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",217827,1,gpt-4o-mini,vs_69d6305392588191882956d4a1f3e8e0,62430.763,17610,663,62378,10.629,True
1,21,2,"For Ti-6Al-4V, explain how cooling rate after heat treatment can shift the strength-ductility balance and what data gaps matter most.",217827,1,gpt-4o-mini,vs_69d6305392588191882956d4a1f3e8e0,24000.17,17331,630,23931,26.326,False
1,21,3,"For porous Al2O3 ceramic, describe why thermal conductivity trends with porosity and list boundary-condition assumptions a simulation should report.",217827,1,gpt-4o-mini,vs_69d6305392588191882956d4a1f3e8e0,17718.587,17288,398,17628,22.578,False
1,21,4,Compare Inconel 718 and CoCrFeMnNi for high-temperature service: what properties are most relevant and what uncertainties should be documented.,217827,1,gpt-4o-mini,vs_69d6305392588191882956d4a1f3e8e0,71803.416,17595,960,71714,13.387,False
1,21,5,"Given a materials simulation matrix, what minimum checks should be used to validate physical plausibility versus operational usefulness.",217827,1,gpt-4o-mini,vs_69d6305392588191882956d4a1f3e8e0,20845.703,17208,417,20761,20.086,True
1,21,6,How should uncertainty be communicated when model predictions rely on extrapolated property data outside measured temperature ranges.,217827,1,gpt-4o-mini,vs_69d6305392588191882956d4a1f3e8e0,8832.304,17232,305,8738,34.905,False
1,22,1,"For Inconel 718, summarize likely effects of solution treatment temperature on yield strength and what assumptions should be tracked.",228128,1,gpt-4o-mini,vs_69d6312d74748191af03ba3592357352,69713.33,17509,655,69624,9.408,True
